,Id,Appliance,Company,Energy_Consumption_kWh,Materials_Used,Manufacturing_Emissions_kg_CO2e,Transportation_Mode,Distance_Traveled_km,Transportation_Emissions_kg_CO2e,Energy_Efficiency,Water_Consumption_gallons,Energy_Star_Rating,Eco_Friendly_Certificate_1,Eco_Friendly_Certificate_2,Biodegradable_Packaging,Eco_Friendliness
187,188,Bosch Dishwasher,Sony,60,"Glass, tungsten",355,Train,1017,400,5,11,5,Cradle to Cradle Certified,Green Seal Certified,1,5
188,189,Bosch Dishwasher,Generic,605,"Steel, plastic, glass",412,Train,911,176,2,0,1,No Certification,No Certification,0,3
189,190,Bosch Dishwasher,Whirlpool,328,"Steel, plastic, copper, aluminum",379,Ship,836,265,5,15,3,ENERGY STAR Certified,EcoLogo Certified,0,5
190,191,Bosch Dishwasher,Sony,375,"Steel, plastic, copper, aluminum",316,Train,927,82,2,0,4,ENERGY STAR Certified,Green Seal Certified,0,5
191,192,Bosch Dishwasher,Dell,60,"Steel, plastic, copper, aluminum",114,Ship,1010,49,4,0,5,No Certification,Energy Star Certified,0,4
192,193,Bosch Dishwasher,Sony,554,"Steel, plastic",417,Ship,1021,143,3,0,3,Cradle to Cradle Certified,EcoLogo Certified,0,4
193,194,Bosch Dishwasher,Maytag,635,"Steel, aluminum",373,Train,1094,204,3,12,4,No Certification,Green Seal Certified,0,2
194,195,Bosch Dishwasher,Panasonic,478,"Steel, plastic",332,Truck,705,237,4,7,4,No Certification,Green Seal Certified,0,1
195,196,Bosch Dishwasher,Dell,702,"Steel, plastic, copper, aluminum",651,Truck,182,225,2,0,1,No Certification,No Certification,0,3
196,197,Bosch Dishwasher,Maytag,507,"Steel, plastic, copper, aluminum",278,Ship,858,183,3,0,4,No Certification,Green Seal Certified,0,3
197,198,Bosch Dishwasher,Sony,622,"Steel, plastic, copper, aluminum",30,Ship,643,400,3,10,4,RoHS Compliant,Green Seal Certified,1,5
198,199,Bosch Dishwasher,Whirlpool,99,"Plastic, glass, copper, aluminum",366,Ship,446,244,3,0,5,Cradle to Cradle Certified,Green Seal Certified,1,5
199,200,Bosch Dishwasher,HP,364,"Plastic, glass, copper, aluminum",84,Truck,1253,95,5,9,3,ENERGY STAR Certified,No Certification,1,2
200,201,Bosch Dishwasher,HP,60,"Plastic, aluminum",65,Airplane,1334,400,5,0,4,Energy Star Certified,Energy Star Certified,1,5
201,202,Bosch Dishwasher,Whirlpool,381,"Steel, plastic, copper, aluminum",345,Ship,771,237,5,12,5,Cradle to Cradle Certified,EcoLogo Certified,0,5
202,203,Bosch Dishwasher,Generic,822,"Steel, plastic, glass",115,Truck,254,109,5,1,1,No Certification,No Certification,0,2
203,204,Bosch Dishwasher,Maytag,551,"Steel, plastic, copper, aluminum",264,Truck,956,194,5,11,3,ENERGY STAR Certified,EcoLogo Certified,1,5
204,205,Bosch Dishwasher,Panasonic,60,"Steel, plastic, copper, aluminum",342,Truck,50,246,5,0,4,No Certification,Green Seal Certified,0,5
205,206,Bosch Dishwasher,Generic,927,"Steel, aluminum",492,Ship,431,109,3,1,1,No Certification,EcoLogo Certified,0,1
206,207,Bosch Dishwasher,Whirlpool,373,"Steel, plastic, copper, aluminum",403,Ship,914,207,3,10,5,EcoLogo Certified,Green Seal Certified,1,4
207,208,Bosch Dishwasher,HP,75,"Plastic, glass, copper, aluminum",109,Airplane,410,106,5,0,4,EPEAT Certified,Energy Star Certified,1,4
208,209,Bosch Dishwasher,LG,60,"Plastic, glass, copper, aluminum",273,Ship,1212,248,5,0,4,Green Seal Certified,EcoLogo Certified,0,4
209,210,Bosch Dishwasher,HP,60,"Steel, plastic, copper, aluminum",581,Ship,1056,193,4,15,4,RoHS Compliant,No Certification,1,5
210,211,Bosch Dishwasher,Sony,372,"Plastic, aluminum",720,Train,411,49,1,1,1,RoHS Compliant,Green Seal Certified,1,1
211,212,Bosch Dishwasher,Whirlpool,430,"Plastic, glass, copper, aluminum",251,Train,1187,270,3,10,4,ENERGY STAR Certified,Green Seal Certified,0,5
212,213,Bosch Dishwasher,Sony,60,"Plastic, aluminum",373,Ship,1539,391,5,0,3,ENERGY STAR Certified,EcoLogo Certified,1,5
213,214,Bosch Dishwasher,Generic,327,"Steel, plastic",386,Truck,396,47,3,0,1,Energy Star Certified,Green Seal Certified,0,1
214,215,Bosch Dishwasher,Bosch,645,"Steel, plastic, copper, aluminum",309,Ship,835,107,5,8,4,No Certification,Energy Star Certified,0,4
215,216,Bosch Dishwasher,Maytag,363,"Glass, tungsten",324,Train,845,241,5,6,4,ENERGY STAR Certified,EcoLogo Certified,0,3
216,217,Bosch Dishwasher,Maytag,449,"Steel, plastic, copper, aluminum",383,Ship,947,244,5,10,4,ENERGY STAR Certified,EcoLogo Certified,0,2
217,218,Bosch Dishwasher,Generic,808,"Steel, plastic",658,Truck,50,54,1,2,2,No Certification,No Certification,0,1
218,219,Bosch Dishwasher,Sony,60,"Steel, plastic, glass",41,Ship,958,400,5,0,4,EcoLogo Certified,Energy Star Certified,1,5
219,220,Bosch Dishwasher,Generic,170,"Glass, tungsten",64,Ship,893,81,4,0,3,Cradle to Cradle Certified,Energy Star Certified,1,3
220,221,Bosch Dishwasher,LG,60,"Plastic, aluminum",77,Truck,818,400,4,0,4,EPEAT Certified,Energy Star Certified,1,5
221,222,Bosch Dishwasher,HP,60,"Steel, plastic, glass",88,Ship,2000,400,4,10,4,EPEAT Certified,Green Seal Certified,1,3
222,223,Bosch Dishwasher,Whirlpool,266,"Plastic, aluminum",87,Truck,1582,105,4,0,3,ENERGY STAR Certified,No Certification,1,5
223,224,Bosch Dishwasher,Samsung,287,"Steel, plastic, copper, aluminum",267,Train,941,215,3,6,3,ENERGY STAR Certified,Green Seal Certified,0,2
224,225,Bosch Dishwasher,Generic,60,"Plastic, glass, copper, aluminum",60,Airplane,539,134,2,0,5,ENERGY STAR Certified,EcoLogo Certified,1,3
225,226,Bosch Dishwasher,Panasonic,99,"Plastic, glass, copper, aluminum",39,Truck,1677,400,4,0,4,ENERGY STAR Certified,EcoLogo Certified,1,5
226,227,Bosch Dishwasher,Generic,60,"Steel, plastic, copper, aluminum",30,Truck,1618,350,4,0,5,EcoLogo Certified,Energy Star Certified,1,4
227,228,Bosch Dishwasher,Generic,557,"Steel, plastic, glass",407,Truck,55,82,1,12,1,ENERGY STAR Certified,Green Seal Certified,0,1
228,229,Bosch Dishwasher,LG,543,"Plastic, glass, copper, aluminum",274,Train,795,184,5,9,3,ENERGY STAR Certified,Energy Star Certified,1,3
229,230,Bosch Dishwasher,Whirlpool,89,"Plastic, glass, copper, aluminum",76,Truck,447,238,5,0,4,ENERGY STAR Certified,No Certification,0,5
230,231,Bosch Dishwasher,Generic,681,"Steel, plastic",594,Ship,352,124,5,0,4,RoHS Compliant,Green Seal Certified,1,3
231,232,Bosch Dishwasher,LG,60,"Steel, plastic, copper",689,Truck,333,365,5,0,4,ENERGY STAR Certified,EcoLogo Certified,0,4
232,233,Bosch Dishwasher,Sony,60,"Plastic, glass, copper, aluminum",30,Train,858,325,5,12,4,ENERGY STAR Certified,No Certification,1,4
233,234,Bosch Dishwasher,Whirlpool,424,"Steel, plastic, copper, aluminum",358,Train,779,233,2,4,1,Cradle to Cradle Certified,EcoLogo Certified,0,3
234,235,Bosch Dishwasher,Generic,842,"Steel, plastic",651,Truck,50,100,2,0,1,No Certification,No Certification,0,2
235,236,Bosch Dishwasher,LG,60,"Plastic, aluminum",55,Ship,304,278,5,8,5,RoHS Compliant,Green Seal Certified,0,4
236,237,Bosch Dishwasher,Maytag,720,"Steel, plastic, copper, aluminum",406,Train,50,229,4,0,1,Energy Star Certified,EcoLogo Certified,0,1
237,238,Bosch Dishwasher,Panasonic,60,"Steel, plastic, copper, aluminum",362,Train,1251,400,4,7,5,RoHS Compliant,Green Seal Certified,1,5
238,239,Bosch Dishwasher,Panasonic,60,"Plastic, aluminum",253,Ship,1600,212,5,0,5,Cradle to Cradle Certified,Energy Star Certified,1,4
239,240,Bosch Dishwasher,Samsung,434,"Steel, plastic, glass",445,Truck,953,198,1,0,1,No Certification,No Certification,0,4
240,241,Bosch Dishwasher,Sony,60,"Plastic, glass, copper, aluminum",55,Airplane,970,400,5,0,5,EPEAT Certified,EcoLogo Certified,1,4
241,242,Bosch Dishwasher,Sony,60,"Plastic, aluminum",127,Ship,1342,35,5,0,4,EcoLogo Certified,Energy Star Certified,1,5
242,243,Bosch Dishwasher,Dell,1500,"Steel, plastic, glass",516,Truck,64,121,1,0,3,ENERGY STAR Certified,No Certification,0,5
243,244,Bosch Dishwasher,Panasonic,457,"Glass, tungsten",295,Truck,465,211,2,0,1,Cradle to Cradle Certified,Green Seal Certified,0,2
244,245,Bosch Dishwasher,Maytag,558,"Steel, plastic, glass",580,Airplane,618,196,1,0,2,No Certification,No Certification,0,1
245,246,Bosch Dishwasher,Philips,458,"Steel, plastic, copper",332,Ship,801,68,4,0,5,ENERGY STAR Certified,No Certification,0,4
246,247,Bosch Dishwasher,Maytag,669,"Steel, plastic, copper, aluminum",241,Train,703,232,3,9,3,No Certification,Green Seal Certified,0,4
247,248,Bosch Dishwasher,Sony,298,"Plastic, glass, copper, aluminum",269,Train,1268,400,5,15,5,ENERGY STAR Certified,Green Seal Certified,1,5
248,249,Bosch Dishwasher,Generic,60,"Steel, aluminum",58,Truck,50,232,4,0,3,Green Seal Certified,No Certification,1,2
249,250,Bosch Dishwasher,Generic,550,"Steel, plastic",132,Truck,286,177,2,1,1,No Certification,No Certification,0,5
250,251,Bosch Dishwasher,Maytag,290,"Steel, aluminum",115,Truck,248,400,5,0,4,ENERGY STAR Certified,Energy Star Certified,1,5
251,252,Bosch Dishwasher,HP,468,"Steel, plastic, copper, aluminum",403,Ship,1018,264,5,7,4,No Certification,Green Seal Certified,0,4
252,253,Bosch Dishwasher,Panasonic,332,"Steel, plastic, copper",42,Train,789,400,5,6,4,RoHS Compliant,Energy Star Certified,1,4
253,254,Bosch Dishwasher,Philips,60,"Plastic, aluminum",99,Train,799,270,4,0,4,RoHS Compliant,Energy Star Certified,1,5
254,255,Bosch Dishwasher,Generic,597,"Steel, plastic, glass",131,Train,50,96,5,0,1,No Certification,No Certification,0,4
255,256,Bosch Dishwasher,HP,326,"Steel, plastic",371,Truck,812,112,5,0,4,ENERGY STAR Certified,Green Seal Certified,0,5
256,257,Bosch Dishwasher,Maytag,70,"Steel, plastic, glass",471,Ship,130,137,4,13,4,ENERGY STAR Certified,EcoLogo Certified,1,5
257,258,Bosch Dishwasher,HP,60,"Steel, plastic, copper",59,Ship,1012,400,4,13,5,RoHS Compliant,Energy Star Certified,1,5
258,259,Bosch Dishwasher,LG,1028,"Plastic, glass, copper, aluminum",720,Truck,948,170,4,0,3,No Certification,No Certification,0,5
259,260,Bosch Dishwasher,Whirlpool,311,"Steel, plastic, copper, aluminum",314,Train,609,105,5,4,4,RoHS Compliant,EcoLogo Certified,0,5
260,261,Bosch Dishwasher,Generic,753,"Plastic, glass, copper, aluminum",736,Truck,903,93,1,1,1,No Certification,No Certification,0,2
261,262,Bosch Dishwasher,Dell,82,"Plastic, aluminum",42,Ship,961,102,5,0,4,RoHS Compliant,Energy Star Certified,1,5
262,263,Bosch Dishwasher,Samsung,581,"Steel, plastic, copper, aluminum",617,Ship,810,243,2,15,1,ENERGY STAR Certified,Green Seal Certified,0,2
263,264,Bosch Dishwasher,Generic,897,"Steel, plastic",643,Truck,50,118,1,1,1,No Certification,No Certification,0,1
264,265,Bosch Dishwasher,Bosch,671,"Steel, plastic, glass",104,Train,797,135,5,0,1,RoHS Compliant,No Certification,0,2
265,266,Bosch Dishwasher,LG,83,"Glass, tungsten",70,Ship,352,400,4,0,4,EPEAT Certified,Energy Star Certified,1,5
266,267,Bosch Dishwasher,Philips,60,"Steel, plastic, copper",179,Truck,719,130,4,0,2,ENERGY STAR Certified,No Certification,0,2
267,268,Bosch Dishwasher,Bosch,485,"Steel, plastic, copper, aluminum",231,Train,768,355,5,14,5,RoHS Compliant,Green Seal Certified,0,5
268,269,Bosch Dishwasher,Dell,170,"Steel, plastic, glass",689,Truck,300,109,4,1,1,Cradle to Cradle Certified,EcoLogo Certified,0,1
269,270,Bosch Dishwasher,Maytag,576,"Steel, plastic, copper",382,Ship,957,260,4,6,3,RoHS Compliant,No Certification,1,2
270,271,Bosch Dishwasher,LG,455,"Steel, plastic, copper, aluminum",340,Truck,844,231,5,8,4,Cradle to Cradle Certified,Green Seal Certified,0,5
271,272,Bosch Dishwasher,Generic,805,"Steel, plastic",459,Ship,94,213,2,9,2,No Certification,No Certification,0,2
272,273,Bosch Dishwasher,Bosch,60,"Steel, plastic, copper, aluminum",68,Ship,874,145,5,0,4,RoHS Compliant,Energy Star Certified,0,5
273,274,Bosch Dishwasher,Samsung,1272,"Steel, plastic, copper, aluminum",667,Truck,50,83,1,0,1,No Certification,No Certification,0,2
274,275,Bosch Dishwasher,Samsung,89,"Steel, plastic, glass",102,Truck,357,180,5,0,4,Green Seal Certified,No Certification,0,5
275,276,Bosch Dishwasher,Panasonic,60,"Plastic, glass, copper, aluminum",121,Train,1131,242,4,0,4,ENERGY STAR Certified,EcoLogo Certified,1,5
276,277,Bosch Dishwasher,HP,60,"Plastic, aluminum",90,Airplane,2000,400,5,0,4,EcoLogo Certified,Energy Star Certified,1,4
277,278,Bosch Dishwasher,Generic,770,"Steel, plastic",544,Truck,50,211,2,1,1,No Certification,No Certification,0,1
278,279,Bosch Dishwasher,Panasonic,115,"Plastic, glass, copper, aluminum",335,Truck,312,90,4,0,5,Energy Star Certified,Green Seal Certified,0,5
279,280,Bosch Dishwasher,Whirlpool,1358,"Steel, plastic",566,Truck,50,81,1,0,4,ENERGY STAR Certified,No Certification,0,2
280,281,Bosch Dishwasher,Dell,159,"Plastic, glass, copper, aluminum",38,Airplane,1644,400,5,0,4,RoHS Compliant,Energy Star Certified,1,5
281,282,Bosch Dishwasher,Maytag,418,"Steel, plastic, copper, aluminum",310,Train,924,183,5,10,1,Cradle to Cradle Certified,Green Seal Certified,1,2
282,283,Bosch Dishwasher,HP,60,"Steel, plastic, copper, aluminum",30,Ship,1206,400,5,12,4,EPEAT Certified,Energy Star Certified,1,5
283,284,Bosch Dishwasher,Generic,587,"Plastic, aluminum",453,Truck,138,84,1,0,4,No Certification,No Certification,0,1
284,285,Bosch Dishwasher,HP,66,"Steel, plastic, glass",177,Airplane,1376,379,4,1,4,RoHS Compliant,No Certification,1,5
285,286,Bosch Dishwasher,Samsung,640,"Steel, plastic",396,Train,832,268,2,0,1,ENERGY STAR Certified,No Certification,0,2
286,287,Bosch Dishwasher,Maytag,715,"Steel, plastic, copper, aluminum",340,Train,1173,106,4,13,1,Cradle to Cradle Certified,No Certification,0,3
287,288,Bosch Dishwasher,Panasonic,73,"Plastic, aluminum",222,Airplane,1074,190,5,1,4,RoHS Compliant,Energy Star Certified,0,5
288,289,Bosch Dishwasher,LG,60,"Plastic, glass, copper, aluminum",590,Airplane,697,400,4,0,4,Energy Star Certified,No Certification,0,5
289,290,Bosch Dishwasher,Sony,60,"Plastic, aluminum",45,Train,898,233,4,12,4,ENERGY STAR Certified,Energy Star Certified,1,5
290,291,Bosch Dishwasher,Generic,60,"Plastic, aluminum",142,Truck,229,400,4,0,3,No Certification,Energy Star Certified,1,4
291,292,Bosch Dishwasher,Maytag,386,"Steel, plastic, copper, aluminum",261,Ship,1073,190,5,11,1,Cradle to Cradle Certified,Green Seal Certified,0,2
292,293,Bosch Dishwasher,Sony,432,"Steel, plastic, copper, aluminum",364,Train,740,268,2,9,1,Cradle to Cradle Certified,Green Seal Certified,0,5
293,294,Bosch Dishwasher,Philips,60,"Steel, plastic",276,Ship,769,229,3,0,3,Cradle to Cradle Certified,EcoLogo Certified,1,2
294,295,Bosch Dishwasher,Samsung,1500,"Steel, plastic",750,Truck,122,73,4,0,1,No Certification,No Certification,0,2
295,296,Bosch Dishwasher,Maytag,474,"Plastic, glass, copper, aluminum",362,Ship,403,47,2,9,1,ENERGY STAR Certified,Green Seal Certified,0,1
296,297,Bosch Dishwasher,Whirlpool,389,"Steel, plastic, copper, aluminum",302,Train,565,218,4,8,4,ENERGY STAR Certified,EcoLogo Certified,0,2
297,298,Bosch Dishwasher,LG,885,"Steel, plastic",480,Ship,987,148,2,14,1,No Certification,No Certification,0,3
298,299,Bosch Dishwasher,Philips,490,"Steel, plastic, copper",750,Truck,300,29,5,1,1,No Certification,EcoLogo Certified,1,4
299,300,Bosch Dishwasher,Generic,1500,"Steel, plastic, glass",680,Truck,440,143,2,1,1,No Certification,Energy Star Certified,0,1
300,301,Bosch Dishwasher,HP,76,"Plastic, glass, copper, aluminum",371,Truck,825,120,5,0,2,Green Seal Certified,No Certification,1,4
301,302,Bosch Dishwasher,HP,661,"Steel, plastic, copper, aluminum",321,Truck,641,237,1,12,1,No Certification,Energy Star Certified,0,3
302,303,Bosch Dishwasher,Whirlpool,321,"Steel, plastic",287,Ship,802,285,5,11,5,ENERGY STAR Certified,Energy Star Certified,0,5
303,304,Bosch Dishwasher,Maytag,454,"Steel, plastic, copper, aluminum",379,Ship,1190,174,5,10,4,Cradle to Cradle Certified,EcoLogo Certified,0,2
304,305,Bosch Dishwasher,Maytag,626,"Steel, plastic, copper, aluminum",331,Train,74,203,4,10,1,Cradle to Cradle Certified,No Certification,0,2
305,306,Bosch Dishwasher,Sony,1373,"Steel, plastic, glass",418,Truck,522,94,2,1,1,No Certification,EcoLogo Certified,0,2
306,307,Bosch Dishwasher,Generic,90,"Steel, plastic, copper, aluminum",104,Truck,325,78,3,0,3,EPEAT Certified,EcoLabel Certified,0,5
307,308,Bosch Dishwasher,Whirlpool,409,"Steel, plastic, copper, aluminum",406,Truck,805,115,3,7,4,Cradle to Cradle Certified,Green Seal Certified,0,2
308,309,Bosch Dishwasher,Philips,60,"Plastic, glass, copper, aluminum",423,Ship,508,61,5,13,4,Cradle to Cradle Certified,Green Seal Certified,1,5
309,310,Bosch Dishwasher,HP,60,"Plastic, glass, copper, aluminum",404,Train,921,71,4,0,5,No Certification,EcoLogo Certified,1,5
310,311,Bosch Dishwasher,Philips,60,"Plastic, aluminum",70,Ship,990,400,5,0,3,RoHS Compliant,No Certification,0,5
311,312,Bosch Dishwasher,Maytag,481,"Steel, plastic, glass",290,Train,618,247,3,15,4,Cradle to Cradle Certified,Green Seal Certified,0,2
312,313,Bosch Dishwasher,Generic,679,"Steel, plastic",614,Truck,541,113,1,12,1,No Certification,No Certification,0,1
313,314,Bosch Dishwasher,Generic,1441,"Steel, plastic",750,Truck,140,103,1,0,1,No Certification,No Certification,0,4
314,315,Bosch Dishwasher,Samsung,838,"Steel, plastic, copper",308,Truck,470,154,1,13,1,No Certification,Energy Star Certified,0,1
315,316,Bosch Dishwasher,Sony,1020,"Steel, plastic, copper, aluminum",504,Train,624,111,5,10,1,No Certification,No Certification,0,2
316,317,Bosch Dishwasher,Whirlpool,772,"Steel, plastic",579,Truck,233,130,4,0,1,Energy Star Certified,No Certification,0,3
317,318,Bosch Dishwasher,Maytag,289,"Steel, plastic, copper, aluminum",339,Train,1133,180,5,12,4,Cradle to Cradle Certified,EcoLogo Certified,1,5
318,319,Bosch Dishwasher,Philips,1038,"Steel, plastic",609,Truck,752,125,5,0,4,Cradle to Cradle Certified,EcoLogo Certified,0,2
319,320,Bosch Dishwasher,Generic,60,"Steel, plastic, glass",117,Ship,768,170,4,1,4,RoHS Compliant,No Certification,1,4
320,321,Bosch Dishwasher,HP,60,"Steel, aluminum",160,Truck,470,121,5,0,4,EPEAT Certified,Energy Star Certified,1,5
321,322,Bosch Dishwasher,Generic,827,"Steel, plastic, copper, aluminum",750,Ship,410,153,1,0,1,No Certification,No Certification,0,4
322,323,Bosch Dishwasher,Panasonic,60,"Glass, tungsten",30,Ship,1133,400,4,0,4,ENERGY STAR Certified,Green Seal Certified,1,4
323,324,Bosch Dishwasher,Whirlpool,113,"Plastic, aluminum",453,Ship,1223,208,5,1,4,Cradle to Cradle Certified,No Certification,1,3
324,325,Bosch Dishwasher,Generic,689,"Steel, plastic, glass",198,Train,581,217,3,8,1,Cradle to Cradle Certified,Green Seal Certified,0,2
325,326,Bosch Dishwasher,Maytag,60,"Glass, tungsten",141,Airplane,815,400,4,0,4,ENERGY STAR Certified,Green Seal Certified,1,5
326,327,Bosch Dishwasher,Generic,1141,"Steel, aluminum",636,Ship,162,172,2,0,1,No Certification,Energy Star Certified,0,1
327,328,Bosch Dishwasher,Bosch,417,"Steel, plastic, glass",133,Ship,1181,400,5,0,5,ENERGY STAR Certified,EcoLogo Certified,1,5
328,329,Bosch Dishwasher,Bosch,345,"Plastic, aluminum",67,Ship,183,92,4,0,4,ENERGY STAR Certified,EcoLogo Certified,0,4
329,330,Bosch Dishwasher,Whirlpool,507,"Steel, plastic, copper, aluminum",316,Train,888,176,5,9,4,ENERGY STAR Certified,Green Seal Certified,0,5
330,331,Bosch Dishwasher,Maytag,1197,"Steel, plastic",659,Ship,50,168,1,1,1,No Certification,No Certification,0,3
331,332,Bosch Dishwasher,Generic,756,"Steel, plastic, copper, aluminum",383,Ship,831,200,2,7,5,Cradle to Cradle Certified,Energy Star Certified,1,4
332,333,Bosch Dishwasher,Philips,562,"Glass, tungsten",665,Train,1122,400,3,0,1,Energy Star Certified,EcoLogo Certified,1,3
333,334,Bosch Dishwasher,HP,60,"Plastic, aluminum",176,Airplane,1865,400,5,1,4,ENERGY STAR Certified,Green Seal Certified,0,5
334,335,Bosch Dishwasher,Maytag,418,"Steel, plastic, copper, aluminum",307,Train,569,381,5,6,4,RoHS Compliant,Green Seal Certified,0,4
335,336,Bosch Dishwasher,Generic,372,"Glass, tungsten",406,Ship,668,241,2,1,1,No Certification,Energy Star Certified,0,1
336,337,Bosch Dishwasher,Whirlpool,60,"Steel, plastic, copper",48,Airplane,1001,367,5,0,4,ENERGY STAR Certified,Energy Star Certified,1,5
337,338,Bosch Dishwasher,Generic,459,"Steel, plastic",361,Truck,491,155,2,0,1,ENERGY STAR Certified,No Certification,0,4
338,339,Bosch Dishwasher,Samsung,545,"Steel, aluminum",32,Ship,1058,61,4,10,4,RoHS Compliant,Green Seal Certified,1,5
339,340,Bosch Dishwasher,Generic,586,"Plastic, glass, copper, aluminum",108,Truck,95,141,4,0,4,Energy Star Certified,EcoLogo Certified,1,2
340,341,Bosch Dishwasher,Maytag,159,"Plastic, glass, copper, aluminum",260,Airplane,351,112,5,0,3,RoHS Compliant,Energy Star Certified,1,1
341,342,Bosch Dishwasher,Sony,635,"Steel, aluminum",254,Ship,784,113,4,0,4,EPEAT Certified,Energy Star Certified,1,2
342,343,Bosch Dishwasher,Samsung,60,"Plastic, aluminum",77,Airplane,924,134,5,0,4,EPEAT Certified,Energy Star Certified,1,5
343,344,Bosch Dishwasher,Dell,600,"Steel, plastic, copper, aluminum",369,Ship,1133,248,5,10,4,ENERGY STAR Certified,EcoLogo Certified,0,4
344,345,Bosch Dishwasher,Panasonic,65,"Steel, plastic, copper",37,Ship,2000,230,4,12,5,ENERGY STAR Certified,EcoLogo Certified,1,5
345,346,Bosch Dishwasher,Generic,348,"Plastic, glass, copper, aluminum",381,Ship,989,80,4,0,4,No Certification,Green Seal Certified,0,3
346,347,Bosch Dishwasher,Generic,465,"Steel, plastic, glass",244,Train,63,201,2,12,1,Cradle to Cradle Certified,No Certification,0,2
